X Gaze Data, Y Gaze Data, Time 
1666,997,0
1666,997,0
1666,997,0
1668,998,0
1668,998,0
1668,998,0
1668,998,0
1668,998,0
1668,998,0
1649,991,0
1649,991,0
1649,991,0
1631,983,0
1631,983,0
1631,983,0
1584,955,0
1584,955,0
1584,955,0
1331,807,0
1331,807,0
1331,807,0
930,564,0
930,564,0
930,564,0
621,367,0
621,367,0
621,367,0
524,304,0
524,304,0
524,304,0
497,288,0
497,288,0
497,288,0
431,246,0
431,246,0
431,246,0
342,188,0
342,188,0
342,188,0
290,152,0
290,152,0
290,152,0
269,140,0
269,140,0
269,140,0
229,117,0
229,117,0
229,117,0
222,111,0
222,111,0
222,111,0
223,112,0
223,112,0
223,112,0
223,112,0
223,112,0
223,112,0
223,112,0
223,112,0
223,112,0
224,111,0
224,111,0
224,111,0
225,110,0
225,110,0
225,110,0
226,110,0
226,110,0
226,110,0
227,109,0
227,109,0
227,109,0
226,109,0
226,109,0
226,109,0
226,110,0
226,110,0
226,110,0
225,111,0
225,111,0
225,111,0
225,112,0
225,112,0
225,112,0
225,111,0
225,111,0
225,111,0
224,111,0
224,111,0
224,111,0
225,108,0
225,108,0
225,108,0
225,108,0
225,108,0
225,108,0
226,109,0
226,109,0
226,109,0
225,110,0
225,110,0
225,110,0
223,109,0
223,109,0
223,109,0
218,108,0
218,108,0
218,108,0
215,108,0
215,108,0
215,108,0
211,107,0
211,107,0
211,107,0
209,105,0
209,105,0
209,105,0
208,105,0
208,105,0
208,105,0
206,103,0
206,103,0
206,103,0
204,101,0
204,101,0
204,101,0
203,101,0
203,101,0
203,101,0
202,100,0
202,100,0
202,100,0
201,99,0
201,99,0
201,99,0
201,98,0
201,98,0
201,98,0
200,99,0
200,99,0
200,99,0
199,98,0
199,98,0
199,98,0
199,98,0
199,98,0
199,98,0
198,97,0
198,97,0
198,97,0
198,96,0
198,96,0
198,96,0
198,96,0
198,96,0
198,96,0
199,95,0
199,95,0
199,95,0
200,94,0
200,94,0
200,94,0
200,94,0
200,94,0
200,94,0
199,94,0
199,94,0
199,94,0
199,95,0
199,95,0
199,95,0
200,94,0
200,94,0
200,94,0
198,94,0
198,94,0
198,94,0
197,92,0
197,92,0
197,92,0
195,90,0
195,90,0
195,90,0
180,79,0
180,79,0
180,79,0
179,79,0
179,79,0
179,79,0
168,73,0
168,73,0
168,73,0
168,73,0
168,73,0
168,73,0
165,71,0
165,71,0
165,71,0
160,71,0
160,71,0
160,71,0
158,70,0
158,70,0
158,70,0
157,71,0
157,71,0
157,71,0
156,74,0
156,74,0
156,74,0
156,75,0
156,75,0
156,75,0
158,74,0
158,74,0
158,74,0
158,74,0
158,74,0
158,74,0
158,73,0
158,73,0
158,73,0
158,72,0
158,72,0
158,72,0
158,72,0
158,72,0
158,72,0
159,71,0
159,71,0
159,71,0
159,71,0
159,71,0
159,71,0
159,70,0
159,70,0
159,70,0
159,70,0
159,70,0
159,70,0
160,70,0
160,70,0
160,70,0
160,70,0
160,70,0
160,70,0
161,70,0
161,70,0
161,70,0
161,70,0
161,70,0
161,70,0
164,70,0
164,70,0
164,70,0
169,72,0
169,72,0
169,72,0
201,82,0
201,82,0
201,82,0
204,83,0
204,83,0
204,83,0
207,83,0
207,83,0
207,83,0
209,84,0
209,84,0
209,84,0
211,84,0
211,84,0
211,84,0
212,84,0
212,84,0
212,84,0
223,88,0
223,88,0
223,88,0
222,87,0
222,87,0
222,87,0
221,87,0
221,87,0
221,87,0
221,87,0
221,87,0
221,87,0
221,87,0
221,87,0
221,87,0
221,86,0
221,86,0
221,86,0
222,85,0
222,85,0
222,85,0
222,85,0
222,85,0
222,85,0
223,85,0
223,85,0
223,85,0
225,87,0
225,87,0
225,87,0
225,87,0
225,87,0
225,87,0
225,88,0
225,88,0
225,88,0
223,89,0
223,89,0
223,89,0
223,90,0
223,90,0
223,90,0
223,91,0
223,91,0
223,91,0
224,91,0
224,91,0
224,91,0
224,91,0
224,91,0
224,91,0
225,90,0
225,90,0
225,90,0
225,90,0
225,90,0
225,90,0
225,90,0
225,90,0
225,90,0
225,89,0
225,89,0
225,89,0
227,89,0
227,89,0
227,89,0
227,90,0
227,90,0
227,90,0
227,90,0
227,90,0
227,90,0
226,90,0
226,90,0
226,90,0
226,91,0
226,91,0
226,91,0
226,91,0
226,91,0
226,91,0
226,91,0
226,91,0
226,91,0
224,92,0
224,92,0
224,92,0
223,92,0
223,92,0
223,92,0
223,92,0
223,92,0
223,92,0
224,92,0
224,92,0
224,92,0
224,92,0
224,92,0
224,92,0
224,92,0
224,92,0
224,92,0
225,92,0
225,92,0
225,92,0
224,92,0
224,92,0
224,92,0
224,92,0
224,92,0
224,92,0
223,90,0
223,90,0
223,90,0
231,93,0
231,93,0
231,93,0
240,94,0
240,94,0
240,94,0
254,98,0
254,98,0
254,98,0
347,122,0
347,122,0
347,122,0
533,193,0
533,193,0
533,193,0
639,239,0
639,239,0
639,239,0
765,303,0
765,303,0
765,303,0
786,314,0
786,314,0
786,314,0
798,320,0
798,320,0
798,320,0
865,357,0
865,357,0
865,357,0
991,422,0
991,422,0
991,422,0
1003,434,0
1003,434,0
1003,434,0
1011,445,0
1011,445,0
1011,445,0
1011,448,0
1011,448,0
1011,448,0
1011,448,0
1011,448,0
1011,448,0
1009,454,0
1009,454,0
1009,454,0
1009,455,0
1009,455,0
1009,455,0
1008,455,0
1008,455,0
1008,455,0
1008,456,0
1008,456,0
1008,456,0
1007,457,0
1007,457,0
1007,457,0
1005,459,0
1005,459,0
1005,459,0
1005,457,0
1005,457,0
1005,457,0
1004,455,0
1004,455,0
1004,455,0
1003,455,0
1003,455,0
1003,455,0
1002,451,0
1002,451,0
1002,451,0
1003,449,0
1003,449,0
1003,449,0
1003,446,0
1003,446,0
1003,446,0
1004,448,0
1004,448,0
1004,448,0
1005,451,0
1005,451,0
1005,451,0
1005,450,0
1005,450,0
1005,450,0
1006,456,0
1006,456,0
1006,456,0
1006,455,0
1006,455,0
1006,455,0
1006,453,0
1006,453,0
1006,453,0
1005,454,0
1005,454,0
1005,454,0
1004,455,0
1004,455,0
1004,455,0
1004,454,0
1004,454,0
1004,454,0
1004,454,0
1004,454,0
1004,454,0
1004,454,0
1004,454,0
1004,454,0
1004,453,0
1004,453,0
1004,453,0
1004,453,0
1004,453,0
1004,453,0
1005,452,0
1005,452,0
1005,452,0
1005,453,0
1005,453,0
1005,453,0
1007,451,0
1007,451,0
1007,451,0
1008,450,0
1008,450,0
1008,450,0
1008,448,0
1008,448,0
1008,448,0
1009,446,0
1009,446,0
1009,446,0
1008,445,0
1008,445,0
1008,445,0
1007,445,0
1007,445,0
1007,445,0
1007,444,0
1007,444,0
1007,444,0
1007,444,0
1007,444,0
1007,444,0
1007,444,0
1007,444,0
1007,444,0
1005,443,0
1005,443,0
1005,443,0
1006,444,0
1006,444,0
1006,444,0
1006,447,0
1006,447,0
1006,447,0
1006,446,0
1006,446,0
1006,446,0
1003,455,0
1003,455,0
1003,455,0
999,483,0
999,483,0
999,483,0
985,518,0
985,518,0
985,518,0
1071,659,0
1071,659,0
1071,659,0
1160,795,0
1160,795,0
1160,795,0
1184,808,0
1184,808,0
1184,808,0
1216,757,0
1216,757,0
1216,757,0
1209,725,0
1209,725,0
1209,725,0
1209,717,0
1209,717,0
1209,717,0
1213,711,0
1213,711,0
1213,711,0
1219,711,0
1219,711,0
1219,711,0
1205,658,0
1205,658,0
1205,658,0
1199,626,0
1199,626,0
1199,626,0
1191,593,0
1191,593,0
1191,593,0
1181,544,0
1181,544,0
1181,544,0
1181,543,0
1181,543,0
1181,543,0
1183,543,0
1183,543,0
1183,543,0
1182,544,0
1182,544,0
1182,544,0
1183,544,0
1183,544,0
1183,544,21
1183,543,0
1183,543,21
1183,543,0
1183,543,0
1183,543,21
1183,543,0
1183,543,46
1183,543,0
1183,543,0
1184,542,0
1184,542,55
1184,542,0
1186,542,0
1186,542,0
1186,542,55
1187,541,78
1187,541,0
1187,541,0
1186,541,0
1186,541,91
1186,541,0
1187,544,0
1187,544,0
1187,544,100
1188,544,0
1188,544,120
1188,544,0
1188,544,0
1188,544,129
1188,544,0
1188,545,0
1188,545,0
1188,545,129
1186,546,0
1186,546,144
1186,546,0
1184,545,163
1184,545,0
1184,545,0
1184,546,0
1184,546,0
1184,546,163
1186,548,0
1186,548,0
1186,548,186
1188,548,0
1188,548,195
1188,548,0
1189,549,0
1189,549,195
1189,549,0
1189,548,195
1189,548,0
1189,548,0
1189,548,229
1189,548,0
1189,548,0
1190,547,0
1190,547,0
1190,547,240
1189,547,240
1189,547,0
1189,547,0
1189,546,0
1189,546,0
1189,546,240
1189,545,0
1189,545,0
1189,545,240
1188,544,0
1188,544,0
1188,544,284
1188,542,300
1188,542,0
1188,542,0
1188,539,0
1188,539,300
1188,539,0
1186,536,0
1186,536,0
1186,536,318
1185,535,318
1185,535,0
1185,535,0
1184,534,342
1184,534,0
1184,534,0
1184,533,353
1184,533,0
1184,533,0
1182,531,0
1182,531,0
1182,531,367
1175,530,367
1175,530,0
1175,530,0
1172,529,380
1172,529,0
1172,529,0
1174,530,0
1174,530,0
1174,530,380
1171,531,0
1171,531,0
1171,531,401
1169,535,0
1169,535,415
1169,535,0
1169,550,0
1169,550,415
1169,550,0
1148,576,0
1148,576,0
1148,576,433
1137,596,0
1137,596,0
1137,596,451
1137,596,0
1137,596,460
1137,596,0
1137,599,0
1137,599,460
1137,599,0
1133,605,0
1133,605,0
1133,605,460
1131,608,0
1131,608,496
1131,608,0
1121,616,507
1121,616,0
1121,616,0
1115,623,507
1115,623,0
1115,623,0
1115,623,525
1115,623,0
1115,623,0
1114,621,539
1114,621,0
1114,621,0
1115,619,539
1115,619,0
1115,619,0
1115,617,0
1115,617,557
1115,617,0
1114,617,0
1114,617,0
1114,617,570
1114,618,570
1114,618,0
1114,618,0
1114,619,590
1114,619,0
1114,619,0
1114,619,0
1114,619,608
1114,619,0
1114,621,0
1114,621,0
1114,621,619
1115,620,619
1115,620,0
1115,620,0
1114,620,636
1114,620,0
1114,620,0
1115,620,0
1115,620,0
1115,620,646
1117,619,0
1117,619,0
1117,619,660
1118,617,660
1118,617,0
1118,617,0
1118,616,0
1118,616,687
1118,616,0
1118,615,0
1118,615,0
1118,615,695
1118,610,0
1118,610,695
1118,610,0
1118,611,715
1118,611,0
1118,611,0
1119,620,0
1119,620,722
1119,620,0
1122,637,738
1122,637,0
1122,637,0
1130,681,0
1130,681,738
1130,681,0
1133,692,0
1133,692,0
1133,692,756
1133,698,775
1133,698,0
1133,698,0
1131,702,0
1131,702,775
1131,702,0
1131,710,0
1131,710,0
1131,710,795
1134,735,0
1134,735,0
1134,735,803
1135,744,0
1135,744,803
1135,744,0
1134,741,0
1134,741,825
1134,741,0
1134,740,0
1134,740,0
1134,740,835
1135,740,851
1135,740,0
1135,740,0
1134,739,0
1134,739,863
1134,739,0
1133,741,863
1133,741,0
1133,741,0
1130,741,0
1130,741,0
1130,741,882
1130,742,0
1130,742,898
1130,742,0
1130,741,0
1130,741,0
1130,741,898
1131,741,0
1131,741,0
1131,741,898
1129,739,898
1129,739,0
1129,739,0
1129,739,0
1129,739,0
1129,739,898
1129,738,945
1129,738,0
1129,738,0
1129,737,0
1129,737,959
1129,737,0
1130,737,959
1130,737,0
1130,737,0
1130,736,983
1130,736,0
1130,736,0
1133,737,991
1133,737,0
1133,737,0
1135,739,0
1135,739,0
1135,739,991
1134,736,0
1134,736,0
1134,736,1018
1131,733,0
1131,733,1028
1131,733,0
1131,732,0
1131,732,0
1131,732,1028
1131,733,1051
1131,733,0
1131,733,0
1132,734,1051
1132,734,0
1132,734,0
1132,735,0
1132,735,1051
1132,735,0
1133,734,1084
1133,734,0
1133,734,0
1132,735,0
1132,735,0
1132,735,1084
1128,734,0
1128,734,1103
1128,734,0
1115,736,0
1115,736,1115
1115,736,0
1090,739,0
1090,739,1130
1090,739,0
1069,741,0
1069,741,1130
1069,741,0
1055,742,0
1055,742,0
1055,742,1148
1036,742,0
1036,742,1164
1036,742,0
1023,744,1164
1023,744,0
1023,744,0
1018,744,0
1018,744,1182
1018,744,0
976,749,1196
976,749,0
976,749,0
975,749,0
975,749,1196
975,749,0
975,752,0
975,752,1214
975,752,0
974,751,0
974,751,1226
974,751,0
975,752,0
975,752,1226
975,752,0
975,753,1247
975,753,0
975,753,0
975,756,0
975,756,1258
975,756,0
971,753,0
971,753,0
971,753,1274
969,753,0
969,753,1274
969,753,0
972,756,1292
972,756,0
972,756,0
972,755,1303
972,755,0
972,755,0
964,744,0
964,744,0
964,744,1303
873,569,0
873,569,1329
873,569,0
857,535,1333
857,535,0
857,535,0
854,529,0
854,529,0
854,529,1351
849,519,0
849,519,0
849,519,1351
846,512,1366
846,512,0
846,512,0
842,505,0
842,505,1380
842,505,0
840,499,0
840,499,1396
840,499,0
840,495,0
840,495,1396
840,495,0
839,495,0
839,495,0
839,495,1413
839,495,1426
839,495,0
839,495,0
838,497,0
838,497,0
838,497,1426
838,499,1447
838,499,0
838,499,0
837,500,0
837,500,1459
837,500,0
831,504,1473
831,504,0
831,504,0
832,504,0
832,504,1473
832,504,0
836,503,0
836,503,1488
836,503,0
839,500,1506
839,500,0
839,500,0
841,501,0
841,501,0
841,501,1506
843,501,0
843,501,0
843,501,1521
843,501,0
843,501,0
843,501,1537
843,500,1551
843,500,0
843,500,0
842,501,0
842,501,1551
842,501,0
844,500,0
844,500,1551
844,500,0
845,499,1582
845,499,0
845,499,0
845,497,0
845,497,0
845,497,1582
844,495,0
844,495,1599
844,495,0
843,495,1613
843,495,0
843,495,0
842,497,0
